file,emotion,emotion.level,emotion.agreement 
1014/1014_ITH_NEU_XX.wav,neutral,82.89,0.9
1014/1014_ITH_HAP_XX.wav,happiness,66.4,1.0
1014/1014_ITH_SAD_XX.wav,neutral,65.78,0.9
1014/1014_ITH_ANG_XX.wav,fear,53.5,0.4
1014/1014_ITH_FEA_XX.wav,fear,52.11,0.9
1014/1014_ITH_DIS_XX.wav,disgust,73.5,0.666666666666667
1014/1014_DFA_NEU_XX.wav,neutral,56.62,0.8
1014/1014_DFA_HAP_XX.wav,happiness,53.5,0.75
1014/1014_DFA_SAD_XX.wav,no_agreement,,0.4
1014/1014_DFA_ANG_XX.wav,anger,70.88,0.8
1014/1014_DFA_FEA_XX.wav,fear,52.33,0.6
1014/1014_DFA_DIS_XX.wav,no_agreement,,0.3
1014/1014_ITS_NEU_XX.wav,neutral,70.89,0.9
1014/1014_ITS_HAP_XX.wav,happiness,71.0,1.0
1014/1014_ITS_SAD_XX.wav,no_agreement,,0.3
1014/1014_ITS_ANG_XX.wav,anger,65.71,0.7
1014/1014_ITS_FEA_XX.wav,fear,54.22,0.9
1014/1014_ITS_DIS_XX.wav,disgust,68.29,0.7
1014/1014_TSI_NEU_XX.wav,neutral,64.67,0.6
1014/1014_TSI_HAP_XX.wav,happiness,68.86,0.7777777777777779
1014/1014_TSI_SAD_XX.wav,neutral,60.12,0.8888888888888891
1014/1014_TSI_ANG_XX.wav,anger,57.0,0.8
1014/1014_TSI_FEA_XX.wav,neutral,67.5,0.444444444444444
1014/1014_TSI_DIS_XX.wav,disgust,52.5,0.75
1014/1014_WSI_NEU_XX.wav,no_agreement,,0.4
1014/1014_WSI_HAP_XX.wav,happiness,68.6,0.555555555555556
1014/1014_WSI_SAD_XX.wav,sadness,50.5,0.6
1014/1014_WSI_ANG_XX.wav,anger,69.9,1.0
1014/1014_WSI_FEA_XX.wav,fear,55.5,0.8
1014/1014_WSI_DIS_XX.wav,disgust,58.5,0.545454545454545
1015/1015_IEO_NEU_XX.wav,neutral,60.88,0.8
1015/1015_IEO_HAP_LO.wav,happiness,60.22,0.9
1015/1015_IEO_HAP_MD.wav,happiness,47.83,0.6
1015/1015_IEO_HAP_HI.wav,happiness,64.78,0.9
1015/1015_IEO_SAD_LO.wav,neutral,68.0,0.6
1015/1015_IEO_SAD_MD.wav,sadness,59.17,0.6
1015/1015_IEO_SAD_HI.wav,neutral,58.4,0.5
1015/1015_IEO_ANG_LO.wav,no_agreement,,0.444444444444444
1015/1015_IEO_ANG_MD.wav,anger,79.78,0.9
1015/1015_IEO_ANG_HI.wav,anger,62.33,1.0
1015/1015_IEO_FEA_LO.wav,neutral,64.5,0.6
1015/1015_IEO_FEA_MD.wav,fear,53.0,0.7
1015/1015_IEO_FEA_HI.wav,fear,66.0,0.9
1015/1015_IEO_DIS_LO.wav,disgust,50.25,0.444444444444444
1015/1015_IEO_DIS_MD.wav,no_agreement,,0.444444444444444
1015/1015_IEO_DIS_HI.wav,disgust,41.6,0.5
1015/1015_TIE_NEU_XX.wav,neutral,69.57,0.875
1015/1015_TIE_HAP_XX.wav,happiness,69.78,0.9
1015/1015_TIE_SAD_XX.wav,neutral,72.83,0.666666666666667
1015/1015_TIE_ANG_XX.wav,anger,72.12,0.8
1015/1015_TIE_FEA_XX.wav,fear,60.6,0.555555555555556
1015/1015_TIE_DIS_XX.wav,neutral,66.0,0.6
1015/1015_IOM_NEU_XX.wav,neutral,80.33,0.6
1015/1015_IOM_HAP_XX.wav,happiness,61.75,0.8
1015/1015_IOM_SAD_XX.wav,sadness,45.2,0.625
1015/1015_IOM_ANG_XX.wav,anger,64.86,0.875
1015/1015_IOM_FEA_XX.wav,neutral,62.0,0.36363636363636404
1015/1015_IOM_DIS_XX.wav,disgust,27.0,0.5
1015/1015_IWW_NEU_XX.wav,neutral,58.43,0.7
1015/1015_IWW_HAP_XX.wav,happiness,59.56,1.0
1015/1015_IWW_SAD_XX.wav,no_agreement,,0.33333333333333304
1015/1015_IWW_ANG_XX.wav,no_agreement,,0.33333333333333304
1015/1015_IWW_FEA_XX.wav,fear,42.88,0.8
1015/1015_IWW_DIS_XX.wav,fear,59.8,0.5
1015/1015_TAI_NEU_XX.wav,neutral,81.8,0.555555555555556
1015/1015_TAI_HAP_XX.wav,happiness,71.71,0.875
1015/1015_TAI_SAD_XX.wav,neutral,76.67,0.9
1015/1015_TAI_ANG_XX.wav,anger,79.67,0.9
1015/1015_TAI_FEA_XX.wav,no_agreement,,0.5
1015/1015_TAI_DIS_XX.wav,disgust,65.0,0.7777777777777779
1015/1015_MTI_NEU_XX.wav,neutral,83.0,1.0
1015/1015_MTI_HAP_XX.wav,happiness,42.25,0.5714285714285711
1015/1015_MTI_SAD_XX.wav,neutral,60.0,0.7
1015/1015_MTI_ANG_XX.wav,anger,52.33,0.545454545454545
1015/1015_MTI_FEA_XX.wav,fear,61.57,0.875
1015/1015_MTI_DIS_XX.wav,sadness,57.4,0.5
1015/1015_IWL_NEU_XX.wav,neutral,82.89,0.9
1015/1015_IWL_HAP_XX.wav,happiness,52.0,1.0
1015/1015_IWL_SAD_XX.wav,sadness,59.0,0.4
1015/1015_IWL_ANG_XX.wav,anger,59.88,0.8888888888888891
1015/1015_IWL_FEA_XX.wav,fear,64.22,1.0
1015/1015_IWL_DIS_XX.wav,disgust,38.71,0.7777777777777779
1015/1015_ITH_NEU_XX.wav,neutral,76.14,0.7777777777777779
1015/1015_ITH_HAP_XX.wav,happiness,45.12,0.7272727272727271
1015/1015_ITH_SAD_XX.wav,fear,36.8,0.5
1015/1015_ITH_ANG_XX.wav,anger,66.75,0.8
1015/1015_ITH_FEA_XX.wav,fear,59.44,0.818181818181818
1015/1015_ITH_DIS_XX.wav,sadness,54.25,0.444444444444444
1015/1015_DFA_NEU_XX.wav,neutral,74.0,0.8
1015/1015_DFA_HAP_XX.wav,happiness,79.4,1.0
1015/1015_DFA_SAD_XX.wav,neutral,67.25,0.4
1015/1015_DFA_ANG_XX.wav,anger,48.0,0.8888888888888891
1015/1015_DFA_FEA_XX.wav,fear,58.33,0.6
1015/1015_DFA_DIS_XX.wav,disgust,38.86,0.7777777777777779
1015/1015_ITS_NEU_XX.wav,neutral,72.2,0.5
1015/1015_ITS_HAP_XX.wav,happiness,53.78,0.9
1015/1015_ITS_SAD_XX.wav,sadness,62.0,0.444444444444444
1015/1015_ITS_ANG_XX.wav,anger,56.0,0.5
1015/1015_ITS_FEA_XX.wav,neutral,82.5,0.4
1015/1015_ITS_DIS_XX.wav,disgust,48.88,0.8
1015/1015_TSI_NEU_XX.wav,happiness,49.38,0.7272727272727271
1015/1015_TSI_HAP_XX.wav,happiness,84.82,1.0
1015/1015_TSI_SAD_XX.wav,neutral,79.75,0.4
1015/1015_TSI_ANG_XX.wav,anger,70.0,0.666666666666667
1015/1015_TSI_FEA_XX.wav,fear,56.8,0.555555555555556
1015/1015_TSI_DIS_XX.wav,disgust,54.38,0.8
1015/1015_WSI_NEU_XX.wav,neutral,72.57,0.7777777777777779
1015/1015_WSI_HAP_XX.wav,happiness,46.0,0.818181818181818
1015/1015_WSI_SAD_XX.wav,disgust,41.6,0.555555555555556
1015/1015_WSI_ANG_XX.wav,anger,68.38,0.8888888888888891
1015/1015_WSI_FEA_XX.wav,fear,64.22,1.0
1015/1015_WSI_DIS_XX.wav,neutral,76.71,0.6363636363636359
1016/1016_IEO_NEU_XX.wav,neutral,65.27,1.0
1016/1016_IEO_HAP_LO.wav,happiness,71.56,0.9
1016/1016_IEO_HAP_MD.wav,happiness,45.43,0.7777777777777779
1016/1016_IEO_HAP_HI.wav,happiness,69.11,0.9
1016/1016_IEO_SAD_LO.wav,neutral,79.62,0.8
1016/1016_IEO_SAD_MD.wav,neutral,79.4,0.5
1016/1016_IEO_SAD_HI.wav,no_agreement,,0.4
1016/1016_IEO_ANG_LO.wav,no_agreement,,0.33333333333333304
1016/1016_IEO_ANG_MD.wav,neutral,82.0,0.5
1016/1016_IEO_ANG_HI.wav,anger,84.89,1.0
1016/1016_IEO_FEA_LO.wav,neutral,84.0,0.75
1016/1016_IEO_FEA_MD.wav,neutral,68.17,0.6
1016/1016_IEO_FEA_HI.wav,fear,61.3,0.9090909090909091
1016/1016_IEO_DIS_LO.wav,disgust,60.33,1.0
1016/1016_IEO_DIS_MD.wav,disgust,72.0,0.7777777777777779
1016/1016_IEO_DIS_HI.wav,disgust,59.9,1.0
1016/1016_TIE_NEU_XX.wav,neutral,67.62,0.8
1016/1016_TIE_HAP_XX.wav,happiness,55.5,1.0
1016/1016_TIE_SAD_XX.wav,neutral,67.12,0.8
1016/1016_TIE_ANG_XX.wav,anger,68.17,0.666666666666667
1016/1016_TIE_FEA_XX.wav,fear,52.86,0.7
1016/1016_TIE_DIS_XX.wav,disgust,83.9,1.0
1016/1016_IOM_NEU_XX.wav,neutral,73.56,0.9
1016/1016_IOM_HAP_XX.wav,happiness,61.5,1.0
1016/1016_IOM_SAD_XX.wav,neutral,91.0,0.375
1016/1016_IOM_ANG_XX.wav,neutral,73.0,0.4
1016/1016_IOM_FEA_XX.wav,fear,45.5,0.4
1016/1016_IOM_DIS_XX.wav,disgust,53.71,0.7
1016/1016_IWW_NEU_XX.wav,neutral,74.2,0.625
1016/1016_IWW_HAP_XX.wav,happiness,56.14,0.875
1016/1016_IWW_SAD_XX.wav,fear,66.56,0.9
1016/1016_IWW_ANG_XX.wav,anger,55.0,0.5
1016/1016_IWW_FEA_XX.wav,fear,49.38,1.0
1016/1016_IWW_DIS_XX.wav,disgust,77.8,0.5
1016/1016_TAI_NEU_XX.wav,neutral,75.38,0.8
1016/1016_TAI_HAP_XX.wav,happiness,62.1,1.0
1016/1016_TAI_SAD_XX.wav,sadness,49.6,0.5
1016/1016_TAI_ANG_XX.wav,anger,65.4,0.555555555555556
1016/1016_TAI_FEA_XX.wav,fear,59.86,0.7
1016/1016_TAI_DIS_XX.wav,disgust,71.43,0.7777777777777779
1016/1016_MTI_NEU_XX.wav,neutral,79.5,0.666666666666667
1016/1016_MTI_HAP_XX.wav,happiness,46.25,0.8888888888888891
1016/1016_MTI_SAD_XX.wav,fear,59.5,0.444444444444444
1016/1016_MTI_ANG_XX.wav,anger,55.5,0.666666666666667
1016/1016_MTI_FEA_XX.wav,no_agreement,,0.25
1016/1016_MTI_DIS_XX.wav,disgust,80.14,0.7777777777777779
1016/1016_IWL_NEU_XX.wav,neutral,81.38,0.8888888888888891
1016/1016_IWL_HAP_XX.wav,happiness,51.33,0.6
1016/1016_IWL_SAD_XX.wav,sadness,74.25,0.8
1016/1016_IWL_ANG_XX.wav,anger,80.67,1.0
1016/1016_IWL_FEA_XX.wav,fear,58.25,0.444444444444444
1016/1016_IWL_DIS_XX.wav,disgust,58.29,0.7777777777777779
1016/1016_ITH_NEU_XX.wav,neutral,72.4,1.0
1016/1016_ITH_HAP_XX.wav,happiness,67.11,0.9
1016/1016_ITH_SAD_XX.wav,sadness,79.44,1.0
1016/1016_ITH_ANG_XX.wav,anger,77.86,0.7777777777777779
1016/1016_ITH_FEA_XX.wav,fear,57.1,1.0
1016/1016_ITH_DIS_XX.wav,disgust,78.9,1.0
1016/1016_DFA_NEU_XX.wav,neutral,73.43,0.7
1016/1016_DFA_HAP_XX.wav,happiness,69.56,0.9
1016/1016_DFA_SAD_XX.wav,sadness,73.2,0.5
1016/1016_DFA_ANG_XX.wav,anger,77.11,0.9
1016/1016_DFA_FEA_XX.wav,fear,53.67,0.6
1016/1016_DFA_DIS_XX.wav,disgust,62.33,0.6
1016/1016_ITS_NEU_XX.wav,neutral,79.11,0.9
1016/1016_ITS_HAP_XX.wav,happiness,77.9,1.0
1016/1016_ITS_SAD_XX.wav,no_agreement,,0.3
1016/1016_ITS_ANG_XX.wav,anger,72.38,0.8888888888888891
1016/1016_ITS_FEA_XX.wav,fear,65.5,0.545454545454545
1016/1016_ITS_DIS_XX.wav,disgust,73.89,0.9
1016/1016_TSI_NEU_XX.wav,neutral,64.0,1.0
1016/1016_TSI_HAP_XX.wav,happiness,70.78,1.0
1016/1016_TSI_SAD_XX.wav,sadness,76.4,0.555555555555556
1016/1016_TSI_ANG_XX.wav,anger,85.29,0.875
1016/1016_TSI_FEA_XX.wav,fear,61.25,0.8
1016/1016_TSI_DIS_XX.wav,disgust,78.3,1.0
1016/1016_WSI_NEU_XX.wav,neutral,75.12,0.8
1016/1016_WSI_HAP_XX.wav,happiness,71.43,0.875
1016/1016_WSI_SAD_XX.wav,neutral,68.2,0.555555555555556
1016/1016_WSI_ANG_XX.wav,anger,72.2,1.0
1016/1016_WSI_FEA_XX.wav,fear,62.6,0.5
1016/1016_WSI_DIS_XX.wav,disgust,73.9,1.0
1017/1017_IEO_NEU_XX.wav,neutral,86.33,0.9
1017/1017_IEO_HAP_LO.wav,no_agreement,,0.5
1017/1017_IEO_HAP_MD.wav,neutral,65.0,0.6363636363636359
1017/1017_IEO_HAP_HI.wav,happiness,67.0,0.9
1017/1017_IEO_SAD_LO.wav,neutral,61.45,1.0
1017/1017_IEO_SAD_MD.wav,neutral,62.0,0.7272727272727271
1017/1017_IEO_SAD_HI.wav,neutral,72.5,0.8
1017/1017_IEO_ANG_LO.wav,anger,42.0,0.7
1017/1017_IEO_ANG_MD.wav,neutral,58.0,0.4
1017/1017_IEO_ANG_HI.wav,anger,59.17,0.666666666666667
1017/1017_IEO_FEA_LO.wav,neutral,66.86,0.6363636363636359
1017/1017_IEO_FEA_MD.wav,sadness,50.2,0.5
1017/1017_IEO_FEA_HI.wav,fear,48.88,0.7272727272727271
1017/1017_IEO_DIS_LO.wav,neutral,74.4,0.5
1017/1017_IEO_DIS_MD.wav,sadness,49.0,0.36363636363636404
1017/1017_IEO_DIS_HI.wav,disgust,56.25,0.36363636363636404
1017/1017_TIE_NEU_XX.wav,neutral,75.62,0.8888888888888891
1017/1017_TIE_HAP_XX.wav,happiness,40.43,0.7
1017/1017_TIE_SAD_XX.wav,neutral,77.89,0.818181818181818
1017/1017_TIE_ANG_XX.wav,disgust,66.4,0.555555555555556
1017/1017_TIE_FEA_XX.wav,anger,29.0,0.545454545454545
1017/1017_TIE_DIS_XX.wav,anger,41.5,0.36363636363636404
1017/1017_IOM_NEU_XX.wav,neutral,64.6,0.9090909090909091
1017/1017_IOM_HAP_XX.wav,happiness,53.17,0.545454545454545
1017/1017_IOM_SAD_XX.wav,neutral,75.5,0.9090909090909091
1017/1017_IOM_ANG_XX.wav,anger,70.89,0.818181818181818
1017/1017_IOM_FEA_XX.wav,neutral,63.67,0.818181818181818
1017/1017_IOM_DIS_XX.wav,anger,48.75,0.4
1017/1017_IWW_NEU_XX.wav,neutral,71.5,0.7272727272727271
1017/1017_IWW_HAP_XX.wav,happiness,72.83,0.545454545454545
1017/1017_IWW_SAD_XX.wav,neutral,66.0,0.4
1017/1017_IWW_ANG_XX.wav,fear,34.0,0.545454545454545
1017/1017_IWW_FEA_XX.wav,fear,57.25,0.8
1017/1017_IWW_DIS_XX.wav,disgust,55.0,0.375
1017/1017_TAI_NEU_XX.wav,neutral,82.14,0.7
1017/1017_TAI_HAP_XX.wav,neutral,69.38,0.8
1017/1017_TAI_SAD_XX.wav,neutral,78.43,0.7777777777777779
1017/1017_TAI_ANG_XX.wav,neutral,69.6,0.555555555555556
1017/1017_TAI_FEA_XX.wav,anger,25.67,0.33333333333333304
1017/1017_TAI_DIS_XX.wav,fear,42.75,0.36363636363636404
1017/1017_MTI_NEU_XX.wav,neutral,82.8,0.555555555555556
1017/1017_MTI_HAP_XX.wav,happiness,43.71,0.7
1017/1017_MTI_SAD_XX.wav,neutral,74.1,1.0
1017/1017_MTI_ANG_XX.wav,disgust,60.6,0.5
1017/1017_MTI_FEA_XX.wav,neutral,82.57,0.7777777777777779
1017/1017_MTI_DIS_XX.wav,no_agreement,,0.36363636363636404
1017/1017_IWL_NEU_XX.wav,neutral,71.67,0.9
1017/1017_IWL_HAP_XX.wav,happiness,58.5,0.8
1017/1017_IWL_SAD_XX.wav,neutral,71.5,1.0
1017/1017_IWL_ANG_XX.wav,no_agreement,,0.33333333333333304
1017/1017_IWL_FEA_XX.wav,anger,41.67,0.6
1017/1017_IWL_DIS_XX.wav,no_agreement,,0.4
1017/1017_ITH_NEU_XX.wav,neutral,85.4,0.555555555555556
1017/1017_ITH_HAP_XX.wav,happiness,47.4,0.5
1017/1017_ITH_SAD_XX.wav,neutral,63.25,0.8
1017/1017_ITH_ANG_XX.wav,anger,42.83,0.6
1017/1017_ITH_FEA_XX.wav,neutral,69.2,0.5
1017/1017_ITH_DIS_XX.wav,anger,45.0,0.33333333333333304
1017/1017_DFA_NEU_XX.wav,neutral,75.75,0.8
1017/1017_DFA_HAP_XX.wav,happiness,48.75,0.8
1017/1017_DFA_SAD_XX.wav,neutral,66.75,0.8888888888888891
1017/1017_DFA_ANG_XX.wav,anger,35.62,0.8
1017/1017_DFA_FEA_XX.wav,neutral,66.43,0.7777777777777779
1017/1017_DFA_DIS_XX.wav,disgust,54.5,0.444444444444444
1017/1017_ITS_NEU_XX.wav,neutral,72.0,0.8
1017/1017_ITS_HAP_XX.wav,happiness,32.0,0.5
1017/1017_ITS_SAD_XX.wav,neutral,84.33,0.6
1017/1017_ITS_ANG_XX.wav,neutral,73.25,0.444444444444444
1017/1017_ITS_FEA_XX.wav,fear,70.0,0.5
1017/1017_ITS_DIS_XX.wav,disgust,52.25,0.4
1017/1017_TSI_NEU_XX.wav,neutral,82.29,0.7
1017/1017_TSI_HAP_XX.wav,happiness,64.22,0.9
1017/1017_TSI_SAD_XX.wav,neutral,84.67,0.9
1017/1017_TSI_ANG_XX.wav,anger,67.6,0.5
1017/1017_TSI_FEA_XX.wav,anger,40.0,0.444444444444444
1017/1017_TSI_DIS_XX.wav,no_agreement,,0.444444444444444
1017/1017_WSI_NEU_XX.wav,neutral,72.1,1.0
1017/1017_WSI_HAP_XX.wav,happiness,64.71,0.7
1017/1017_WSI_SAD_XX.wav,neutral,67.12,1.0
1017/1017_WSI_ANG_XX.wav,anger,53.0,0.8
1017/1017_WSI_FEA_XX.wav,neutral,76.5,0.4
1017/1017_WSI_DIS_XX.wav,disgust,54.33,0.666666666666667
1018/1018_IEO_NEU_XX.wav,neutral,69.43,0.875
1018/1018_IEO_HAP_LO.wav,happiness,41.6,1.0
1018/1018_IEO_HAP_MD.wav,happiness,47.78,0.9
1018/1018_IEO_HAP_HI.wav,happiness,57.56,0.9
1018/1018_IEO_SAD_LO.wav,neutral,73.67,0.6
1018/1018_IEO_SAD_MD.wav,no_agreement,,0.4
1018/1018_IEO_SAD_HI.wav,neutral,70.0,0.4
1018/1018_IEO_ANG_LO.wav,no_agreement,,0.4
1018/1018_IEO_ANG_MD.wav,anger,40.17,0.666666666666667
1018/1018_IEO_ANG_HI.wav,anger,61.43,0.7
1018/1018_IEO_FEA_LO.wav,no_agreement,,0.444444444444444
1018/1018_IEO_FEA_MD.wav,no_agreement,,0.3
1018/1018_IEO_FEA_HI.wav,fear,62.22,0.9
1018/1018_IEO_DIS_LO.wav,disgust,52.3,1.0
1018/1018_IEO_DIS_MD.wav,disgust,63.83,0.6
1018/1018_IEO_DIS_HI.wav,disgust,58.56,0.9
1018/1018_TIE_NEU_XX.wav,neutral,70.62,0.8888888888888891
1018/1018_TIE_HAP_XX.wav,happiness,59.5,1.0
1018/1018_TIE_SAD_XX.wav,neutral,77.33,0.545454545454545
1018/1018_TIE_ANG_XX.wav,anger,68.8,0.625
1018/1018_TIE_FEA_XX.wav,fear,68.0,0.5
1018/1018_TIE_DIS_XX.wav,disgust,77.0,1.0
1018/1018_IOM_NEU_XX.wav,neutral,74.9,1.0
1018/1018_IOM_HAP_XX.wav,happiness,74.25,1.0
1018/1018_IOM_SAD_XX.wav,neutral,62.43,0.7
1018/1018_IOM_ANG_XX.wav,anger,53.8,1.0
1018/1018_IOM_FEA_XX.wav,fear,52.6,0.5
1018/1018_IOM_DIS_XX.wav,disgust,69.71,0.7777777777777779
1018/1018_IWW_NEU_XX.wav,neutral,70.71,0.7777777777777779
1018/1018_IWW_HAP_XX.wav,happiness,52.88,0.7272727272727271
1018/1018_IWW_SAD_XX.wav,neutral,63.86,0.7
1018/1018_IWW_ANG_XX.wav,anger,59.83,0.666666666666667
1018/1018_IWW_FEA_XX.wav,fear,59.33,0.9
1018/1018_IWW_DIS_XX.wav,disgust,73.12,0.8888888888888891
1018/1018_TAI_NEU_XX.wav,neutral,72.1,1.0
1018/1018_TAI_HAP_XX.wav,happiness,77.0,1.0
1018/1018_TAI_SAD_XX.wav,neutral,71.83,0.666666666666667
1018/1018_TAI_ANG_XX.wav,anger,51.86,0.7777777777777779
1018/1018_TAI_FEA_XX.wav,fear,61.67,0.666666666666667
1018/1018_TAI_DIS_XX.wav,disgust,70.8,1.0
1018/1018_MTI_NEU_XX.wav,neutral,84.56,0.9
1018/1018_MTI_HAP_XX.wav,happiness,73.38,0.8
1018/1018_MTI_SAD_XX.wav,neutral,72.5,0.8
1018/1018_MTI_ANG_XX.wav,anger,62.6,0.555555555555556
1018/1018_MTI_FEA_XX.wav,fear,58.57,0.7
1018/1018_MTI_DIS_XX.wav,disgust,72.0,0.45454545454545503
1018/1018_IWL_NEU_XX.wav,neutral,83.0,0.8
1018/1018_IWL_HAP_XX.wav,happiness,80.0,0.75
1018/1018_IWL_SAD_XX.wav,neutral,59.25,0.8
1018/1018_IWL_ANG_XX.wav,anger,50.0,0.7777777777777779
1018/1018_IWL_FEA_XX.wav,fear,43.67,0.666666666666667
1018/1018_IWL_DIS_XX.wav,disgust,68.4,0.5
1018/1018_ITH_NEU_XX.wav,neutral,70.86,0.7777777777777779
1018/1018_ITH_HAP_XX.wav,happiness,68.0,0.9
1018/1018_ITH_SAD_XX.wav,neutral,61.17,0.6
1018/1018_ITH_ANG_XX.wav,anger,65.71,0.7777777777777779
1018/1018_ITH_FEA_XX.wav,fear,46.75,0.8
1018/1018_ITH_DIS_XX.wav,fear,57.25,0.4
1018/1018_DFA_NEU_XX.wav,neutral,80.22,0.9
1018/1018_DFA_HAP_XX.wav,happiness,70.75,0.7272727272727271
1018/1018_DFA_SAD_XX.wav,neutral,55.0,0.9
1018/1018_DFA_ANG_XX.wav,anger,57.0,1.0
1018/1018_DFA_FEA_XX.wav,fear,56.67,0.9
1018/1018_DFA_DIS_XX.wav,disgust,73.2,0.5
1018/1018_ITS_NEU_XX.wav,neutral,87.71,0.7
1018/1018_ITS_HAP_XX.wav,happiness,74.44,0.9
1018/1018_ITS_SAD_XX.wav,neutral,69.6,0.555555555555556
1018/1018_ITS_ANG_XX.wav,no_agreement,,0.4
1018/1018_ITS_FEA_XX.wav,fear,71.3,1.0
1018/1018_ITS_DIS_XX.wav,disgust,67.17,0.6
1018/1018_TSI_NEU_XX.wav,neutral,68.14,0.7
1018/1018_TSI_HAP_XX.wav,happiness,63.89,0.9
1018/1018_TSI_SAD_XX.wav,neutral,72.83,0.6
1018/1018_TSI_ANG_XX.wav,anger,55.14,0.7
1018/1018_TSI_FEA_XX.wav,fear,71.18,1.0
1018/1018_TSI_DIS_XX.wav,disgust,72.6,1.0
1018/1018_WSI_NEU_XX.wav,neutral,81.67,0.666666666666667
1018/1018_WSI_HAP_XX.wav,happiness,77.2,1.0
1018/1018_WSI_SAD_XX.wav,neutral,75.25,0.444444444444444
1018/1018_WSI_ANG_XX.wav,anger,70.86,0.7777777777777779
1018/1018_WSI_FEA_XX.wav,fear,48.43,0.7777777777777779
1018/1018_WSI_DIS_XX.wav,disgust,55.33,1.0
1019/1019_IEO_NEU_XX.wav,neutral,75.0,1.0
1019/1019_IEO_HAP_LO.wav,happiness,55.44,1.0
1019/1019_IEO_HAP_MD.wav,happiness,72.88,0.8
1019/1019_IEO_HAP_HI.wav,happiness,68.6,0.9090909090909091
1019/1019_IEO_SAD_LO.wav,neutral,81.11,0.9
1019/1019_IEO_SAD_MD.wav,neutral,71.67,0.666666666666667
1019/1019_IEO_SAD_HI.wav,neutral,76.0,0.7
1019/1019_IEO_ANG_LO.wav,no_agreement,,0.33333333333333304
1019/1019_IEO_ANG_MD.wav,anger,29.14,0.7
1019/1019_IEO_ANG_HI.wav,anger,81.0,1.0
1019/1019_IEO_FEA_LO.wav,neutral,73.33,0.9
1019/1019_IEO_FEA_MD.wav,neutral,70.17,0.6
1019/1019_IEO_FEA_HI.wav,neutral,78.75,0.444444444444444
1019/1019_IEO_DIS_LO.wav,disgust,61.0,0.7777777777777779
1019/1019_IEO_DIS_MD.wav,disgust,47.0,0.818181818181818
1019/1019_IEO_DIS_HI.wav,disgust,62.5,0.6
1019/1019_TIE_NEU_XX.wav,neutral,82.44,1.0
1019/1019_TIE_HAP_XX.wav,happiness,77.43,0.7777777777777779
1019/1019_TIE_SAD_XX.wav,neutral,67.14,0.7777777777777779
1019/1019_TIE_ANG_XX.wav,anger,61.43,0.7
1019/1019_TIE_FEA_XX.wav,sadness,47.0,0.555555555555556
1019/1019_TIE_DIS_XX.wav,anger,55.8,0.5
1019/1019_IOM_NEU_XX.wav,neutral,88.56,1.0
1019/1019_IOM_HAP_XX.wav,happiness,58.7,1.0
1019/1019_IOM_SAD_XX.wav,neutral,95.38,0.8
1019/1019_IOM_ANG_XX.wav,anger,45.75,0.8
1019/1019_IOM_FEA_XX.wav,fear,45.2,0.5
1019/1019_IOM_DIS_XX.wav,disgust,68.75,0.5
1019/1019_IWW_NEU_XX.wav,neutral,75.57,0.7
1019/1019_IWW_HAP_XX.wav,happiness,61.5,1.0
1019/1019_IWW_SAD_XX.wav,neutral,80.43,0.7
1019/1019_IWW_ANG_XX.wav,anger,63.29,0.7
1019/1019_IWW_FEA_XX.wav,no_agreement,,0.33333333333333304
1019/1019_IWW_DIS_XX.wav,fear,63.4,0.5
1019/1019_TAI_NEU_XX.wav,neutral,67.33,0.9
1019/1019_TAI_HAP_XX.wav,happiness,57.71,0.875
1019/1019_TAI_SAD_XX.wav,neutral,80.75,0.4
1019/1019_TAI_ANG_XX.wav,anger,57.38,0.8
1019/1019_TAI_FEA_XX.wav,fear,53.71,0.7
1019/1019_TAI_DIS_XX.wav,disgust,61.0,0.7
1019/1019_MTI_NEU_XX.wav,neutral,73.56,1.0
1019/1019_MTI_HAP_XX.wav,happiness,68.4,1.0
1019/1019_MTI_SAD_XX.wav,neutral,70.62,0.8
1019/1019_MTI_ANG_XX.wav,anger,60.0,1.0
1019/1019_MTI_FEA_XX.wav,sadness,67.0,0.555555555555556
1019/1019_MTI_DIS_XX.wav,disgust,74.6,0.555555555555556
1019/1019_IWL_NEU_XX.wav,neutral,62.62,0.8
1019/1019_IWL_HAP_XX.wav,happiness,68.56,1.0
1019/1019_IWL_SAD_XX.wav,neutral,84.0,1.0
1019/1019_IWL_ANG_XX.wav,anger,48.43,0.7777777777777779
1019/1019_IWL_FEA_XX.wav,neutral,67.17,0.6
1019/1019_IWL_DIS_XX.wav,disgust,44.6,0.555555555555556
1019/1019_DFA_NEU_XX.wav,neutral,74.88,0.8
1019/1019_DFA_HAP_XX.wav,happiness,63.44,0.9
1019/1019_DFA_SAD_XX.wav,neutral,83.43,0.7777777777777779
1019/1019_DFA_ANG_XX.wav,anger,56.11,1.0
1019/1019_DFA_FEA_XX.wav,neutral,68.25,0.4
1019/1019_DFA_DIS_XX.wav,disgust,58.43,0.7777777777777779
1019/1019_ITS_NEU_XX.wav,neutral,76.3,1.0
1019/1019_ITS_HAP_XX.wav,happiness,53.9,0.9090909090909091
1019/1019_ITS_SAD_XX.wav,no_agreement,,0.4
1019/1019_ITS_ANG_XX.wav,disgust,51.25,0.4
1019/1019_ITS_FEA_XX.wav,fear,67.0,0.7
1019/1019_ITS_DIS_XX.wav,disgust,67.5,0.6
